"Movie","ReleaseDate","ProductionBudget","DomesticGross","WorldwideGross","Distributor","Genre","Rating"
"The Boss Baby","03/31/2017","$125,000,000","$175,003,033","$492,317,334","20th Century Fox","Adventure","PG"
"Clash of the Titans","04/01/2010","$125,000,000","$163,214,888","$493,214,888","Warner Bros.","Action","PG-13"
"Trolls","11/04/2016","$125,000,000","$153,707,064","$344,780,046","20th Century Fox","Adventure","PG"
"Godzilla","05/19/1998","$125,000,000","$136,314,294","$376,000,000","Sony Pictures","Action","PG-13"
"Prometheus","06/08/2012","$125,000,000","$126,477,084","$402,448,265","20th Century Fox","Adventure","R"
"The Bourne Legacy","08/10/2012","$125,000,000","$113,203,870","$280,355,920","Universal","Thriller/Suspense","PG-13"
"Batman & Robin","06/20/1997","$125,000,000","$107,325,195","$238,317,814","Warner Bros.","Action","PG-13"
"Total Recall","08/03/2012","$125,000,000","$58,877,969","$211,856,088","Sony Pictures","Action","PG-13"
"Assassin’s Creed","12/21/2016","$125,000,000","$54,647,948","$240,497,948","20th Century Fox","Action","PG-13"
"Monster Trucks","01/13/2017","$125,000,000","$33,370,166","$61,681,268","Paramount Pictures","Adventure","PG-13"
"The 13th Warrior","08/27/1999","$125,000,000","$32,698,899","$61,698,899","Walt Disney","Action","R"
"How the Grinch Stole Christmas","11/17/2000","$123,000,000","$260,044,825","$345,141,403","Universal","Adventure","PG"
"Mission: Impossible 2","05/24/2000","$120,000,000","$215,409,889","$549,588,516","Paramount Pictures","Action","PG-13"
"The Perfect Storm","06/30/2000","$120,000,000","$182,618,434","$328,711,434","Warner Bros.","Drama","PG-13"
"Jason Bourne","07/29/2016","$120,000,000","$162,192,920","$416,197,059","Universal","Action","PG-13"
"Fantastic Four: Rise of the Silver Surfer","06/15/2007","$120,000,000","$131,921,738","$289,480,691","20th Century Fox","Action","PG"
"Life of Pi","11/21/2012","$120,000,000","$124,987,022","$607,987,022","20th Century Fox","Drama","PG"
"Ghost Rider","02/16/2007","$120,000,000","$115,802,596","$229,545,589","Sony Pictures","Action","PG-13"
"Charlie's Angels: Full Throttle","06/27/2003","$120,000,000","$100,814,328","$227,200,000","Sony Pictures","Action","PG-13"
"Elysium","08/09/2013","$120,000,000","$93,050,117","$286,192,091","Sony Pictures","Action","R"
"Oblivion","04/19/2013","$120,000,000","$89,107,235","$287,916,633","Universal","Thriller/Suspense","PG-13"
"Power Rangers","03/24/2017","$120,000,000","$85,364,450","$142,364,450","Lionsgate","Action","PG-13"
"Stuart Little 2","07/19/2002","$120,000,000","$64,956,806","$166,000,000","Sony Pictures","Adventure","PG"
"RoboCop","02/12/2014","$120,000,000","$58,607,007","$242,981,799","Sony Pictures","Action","PG-13"
"The Chronicles of Riddick","06/11/2004","$120,000,000","$57,712,751","$107,212,751","Universal","Adventure","PG-13"
"Fantastic Four","08/07/2015","$120,000,000","$56,117,548","$167,977,596","20th Century Fox","Action","PG-13"
"Speed Racer","05/09/2008","$120,000,000","$43,945,766","$93,394,462","Warner Bros.","Action","PG"
"The Island","07/22/2005","$120,000,000","$35,818,913","$163,018,913","Dreamworks SKG","Action","PG-13"
"How Do You Know?","12/17/2010","$120,000,000","$30,212,620","$49,628,177","Sony Pictures","Romantic Comedy","PG-13"
"Knight and Day","06/23/2010","$117,000,000","$76,423,035","$258,751,370","20th Century Fox","Action","PG-13"
"Star Wars Ep. I: The Phantom Menace","05/19/1999","$115,000,000","$474,544,677","$1,027,044,677","20th Century Fox","Adventure","PG"
"Star Wars Ep. III: Revenge of the Sith","05/19/2005","$115,000,000","$380,270,577","$848,998,877","20th Century Fox","Adventure","PG-13"
"Star Wars Ep. II: Attack of the Clones","05/16/2002","$115,000,000","$310,676,740","$656,695,615","20th Century Fox","Adventure","PG"
"Monsters, Inc.","11/02/2001","$115,000,000","$289,423,425","$559,757,719","Walt Disney","Adventure","G"
"The Wolverine","07/26/2013","$115,000,000","$132,556,852","$416,456,852","20th Century Fox","Action","PG-13"
"Dante's Peak","02/07/1997","$115,000,000","$67,163,857","$178,200,000","Universal","Drama","PG-13"
"The Huntsman: Winter’s War","04/22/2016","$115,000,000","$48,003,015","$165,149,302","Universal","Action","PG-13"
"Windtalkers","06/14/2002","$115,000,000","$40,914,068","$77,628,265","MGM","Action","R"
"Gulliver's Travels","12/25/2010","$112,000,000","$42,779,261","$232,017,848","20th Century Fox","Adventure","PG"
"Ferdinand","12/15/2017","$111,000,000","$81,597,553","$268,559,241","20th Century Fox","Adventure","PG"
"Gravity","10/04/2013","$110,000,000","$274,092,705","$695,941,797","Warner Bros.","Thriller/Suspense","PG-13"
"Night at the Museum","12/22/2006","$110,000,000","$250,863,268","$579,446,407","20th Century Fox","Adventure","PG"
"Mr. and Mrs. Smith","06/10/2005","$110,000,000","$186,336,279","$486,124,090","20th Century Fox","Action","PG-13"
"San Andreas","05/29/2015","$110,000,000","$155,190,832","$467,151,160","Warner Bros.","Adventure","PG-13"
"The Smurfs","07/29/2011","$110,000,000","$142,614,158","$563,749,323","Sony Pictures","Adventure","PG"
"Live Free or Die Hard","06/27/2007","$110,000,000","$134,529,403","$382,288,147","20th Century Fox","Action","PG-13"
"The Divergent Series: Insurgent","03/20/2015","$110,000,000","$130,179,072","$295,279,072","Lionsgate","Action","PG-13"
"Ocean's Twelve","12/10/2004","$110,000,000","$125,531,634","$362,989,076","Warner Bros.","Adventure","PG-13"
"Tomorrow Never Dies","12/19/1997","$110,000,000","$125,304,276","$339,504,276","MGM","Action","PG-13"
"The Patriot","06/28/2000","$110,000,000","$113,330,342","$215,300,000","Sony Pictures","Drama","R"
"300: Rise of an Empire","03/07/2014","$110,000,000","$106,580,051","$330,780,051","Warner Bros.","Action","R"
"The Aviator","12/17/2004","$110,000,000","$102,608,827","$208,370,892","Miramax","Drama","PG-13"
"Passengers","12/21/2016","$110,000,000","$100,014,699","$302,212,434","Sony Pictures","Thriller/Suspense","PG-13"
"The Green Hornet","01/14/2011","$110,000,000","$98,780,042","$229,155,503","Sony Pictures","Action","PG-13"
"Miss Peregrine’s Home for Peculiar Children","09/30/2016","$110,000,000","$87,242,834","$296,642,834","20th Century Fox","Adventure","PG-13"
"Real Steel","10/07/2011","$110,000,000","$85,463,309","$263,880,341","Walt Disney","Action","PG-13"
"The A-Team","06/11/2010","$110,000,000","$77,222,099","$177,241,171","20th Century Fox","Action","PG-13"
"The Smurfs 2","07/31/2013","$110,000,000","$71,017,784","$348,547,523","Sony Pictures","Adventure","PG"
"The Divergent Series: Allegiant","03/18/2016","$110,000,000","$66,184,051","$171,484,051","Lionsgate","Action","PG-13"
"The Taking of Pelham 123","06/12/2009","$110,000,000","$65,452,312","$152,364,370","Sony Pictures","Action","R"
"Ender's Game","11/01/2013","$110,000,000","$61,737,191","$127,983,283","Lionsgate","Adventure","PG-13"
"Home on the Range","04/02/2004","$110,000,000","$50,026,353","$76,482,461","Walt Disney","Adventure","PG"
"Speed 2: Cruise Control","06/13/1997","$110,000,000","$48,097,081","$150,468,000","20th Century Fox","Action","PG-13"
"Kingdom of Heaven","05/06/2005","$110,000,000","$47,398,413","$218,853,353","20th Century Fox","Adventure","R"
"Ghost in the Shell","03/31/2017","$110,000,000","$40,563,557","$167,918,847","Paramount Pictures","Action","PG-13"
"Around the World in 80 Days","06/16/2004","$110,000,000","$24,004,159","$72,004,159","Walt Disney","Adventure","PG"
"The Lord of the Rings: The Fellowship of the Ring","12/19/2001","$109,000,000","$315,544,750","$887,210,985","New Line","Adventure","PG-13"
"The Cat in the Hat","11/21/2003","$109,000,000","$101,018,283","$133,818,283","Universal","Adventure","PG"
"Ali","12/25/2001","$109,000,000","$58,183,966","$87,683,966","Sony Pictures","Drama","R"
"The Martian","10/02/2015","$108,000,000","$228,433,663","$663,851,905","20th Century Fox","Thriller/Suspense","PG-13"
"I, Robot","07/16/2004","$105,000,000","$144,801,023","$348,629,585","20th Century Fox","Action","PG-13"
"Stuart Little","12/17/1999","$105,000,000","$140,015,224","$298,815,224","Sony Pictures","Adventure","PG"
"The Princess and the Frog","11/25/2009","$105,000,000","$104,400,899","$270,997,378","Walt Disney","Adventure","G"
"10,000 B.C.","03/07/2008","$105,000,000","$94,784,201","$269,065,678","Warner Bros.","Adventure","PG-13"
"Ice Age: Collision Course","07/22/2016","$105,000,000","$64,063,008","$403,841,637","20th Century Fox","Adventure","PG"
"Town & Country","04/27/2001","$105,000,000","$6,712,451","$10,364,769","New Line","Romantic Comedy","R"
"Kingsman: The Golden Circle","09/22/2017","$104,000,000","$100,234,838","$408,834,838","20th Century Fox","Action","R"
"Gone in 60 Seconds","06/09/2000","$103,300,000","$101,643,008","$232,643,008","Walt Disney","Action","PG-13"
"Gladiator","05/05/2000","$103,000,000","$187,683,805","$457,683,805","Dreamworks SKG","Action","R"
"The Hangover 3","05/23/2013","$103,000,000","$112,200,072","$362,000,072","Warner Bros.","Comedy","R"
"A Wrinkle in Time","03/09/2018","$103,000,000","$0","$0","Walt Disney","Adventure","PG"
"Public Enemies","07/01/2009","$102,500,000","$97,104,620","$212,282,709","Universal","Drama","R"
"Casino Royale","11/17/2006","$102,000,000","$167,365,000","$594,420,283","Sony Pictures","Action","PG-13"
"Minority Report","06/21/2002","$102,000,000","$132,024,714","$358,824,714","20th Century Fox","Action","PG-13"
"Cloud Atlas","10/26/2012","$102,000,000","$27,108,272","$130,673,154","Warner Bros.","Drama","R"
"Harry Potter and the Chamber of Secrets","11/15/2002","$100,000,000","$261,987,880","$878,979,634","Warner Bros.","Adventure","PG"
"Terminator 2: Judgment Day","07/02/1991","$100,000,000","$203,464,105","$515,419,827","Sony Pictures","Action","R"
"Batman Forever","06/16/1995","$100,000,000","$184,031,112","$336,529,144","Warner Bros.","Action","PG-13"
"Planet of the Apes","07/27/2001","$100,000,000","$180,011,740","$362,211,740","20th Century Fox","Adventure","PG-13"
"National Treasure","11/19/2004","$100,000,000","$173,005,002","$331,323,410","Walt Disney","Adventure","PG"
"Django Unchained","12/25/2012","$100,000,000","$162,805,434","$449,948,323","Weinstein Co.","Western","R"
"Little Fockers","12/22/2010","$100,000,000","$148,438,600","$310,650,574","Universal","Comedy","PG-13"
"True Lies","07/15/1994","$100,000,000","$146,282,411","$365,300,000","20th Century Fox","Action","R"
"American Gangster","11/02/2007","$100,000,000","$130,164,645","$267,985,456","Universal","Drama","R"
"Cloudy with a Chance of Meatballs","09/18/2009","$100,000,000","$124,870,275","$236,827,677","Sony Pictures","Adventure","PG"
"The Other Guys","08/06/2010","$100,000,000","$119,219,978","$170,936,470","Sony Pictures","Comedy","PG-13"
"Lemony Snicket's A Series of Unfortunate Events","12/17/2004","$100,000,000","$118,627,117","$212,956,024","Paramount Pictures","Adventure","PG"
"The Wolf of Wall Street","12/25/2013","$100,000,000","$116,900,694","$389,870,414","Paramount Pictures","Black Comedy","R"
"Epic","05/24/2013","$100,000,000","$107,518,682","$262,794,441","20th Century Fox","Adventure","PG"
"Eraser","06/21/1996","$100,000,000","$101,295,562","$234,400,000","Warner Bros.","Action","R"
"The Hunchback of Notre Dame","06/21/1996","$100,000,000","$100,138,851","$325,500,000","Walt Disney","Adventure","G"
"The Emperor's New Groove","12/15/2000","$100,000,000","$89,296,573","$169,296,573","Walt Disney","Adventure","G"
"The Expendables 2","08/17/2012","$100,000,000","$85,028,192","$311,979,256","Lionsgate","Action","R"
"Where the Wild Things Are","10/16/2009","$100,000,000","$77,233,467","$99,123,656","Warner Bros.","Adventure","PG"
"Eragon","12/15/2006","$100,000,000","$75,030,163","$249,488,115","20th Century Fox","Adventure","PG"
"Hercules","07/25/2014","$100,000,000","$72,688,614","$243,388,614","Paramount Pictures","Action","PG-13"
"The Tourist","12/10/2010","$100,000,000","$67,631,157","$278,731,369","Sony Pictures","Thriller/Suspense","PG-13"
"End of Days","11/24/1999","$100,000,000","$66,889,043","$212,026,975","Universal","Action","R"
"The Stepford Wives","06/11/2004","$100,000,000","$59,475,623","$96,221,971","Paramount Pictures","Comedy","PG-13"
"Surf's Up","06/08/2007","$100,000,000","$58,867,694","$145,395,745","Sony Pictures","Adventure","PG"
"Blood Diamond","12/08/2006","$100,000,000","$57,377,916","$171,377,916","Warner Bros.","Action","R"
"Legend of the Guardians: The Owls of Ga'Hoole","09/24/2010","$100,000,000","$55,675,313","$139,716,717","Warner Bros.","Adventure","PG"
"Starship Troopers","11/07/1997","$100,000,000","$54,768,952","$121,100,000","Sony Pictures","Action","R"
"Land of the Lost","06/05/2009","$100,000,000","$49,438,370","$69,548,641","Universal","Comedy","PG-13"
"Peter Pan","12/25/2003","$100,000,000","$48,417,850","$95,255,485","Universal","Adventure","PG"
"Catwoman","07/23/2004","$100,000,000","$40,202,379","$82,145,379","Warner Bros.","Action","PG-13"
"The Expendables 3","08/15/2014","$100,000,000","$39,322,544","$209,461,378","Lionsgate","Action","PG-13"
"Treasure Planet","11/27/2002","$100,000,000","$38,120,554","$91,800,000","Walt Disney","Adventure","PG"
"Green Zone","03/12/2010","$100,000,000","$35,497,337","$97,523,020","Universal","Drama","R"
"Geostorm","10/20/2017","$100,000,000","$33,700,160","$218,400,160","Warner Bros.","Action","PG-13"
"Point Break","12/25/2015","$100,000,000","$28,782,481","$128,131,571","Warner Bros.","Action","PG-13"
"In the Heart of the Sea","12/11/2015","$100,000,000","$25,020,758","$90,420,758","Warner Bros.","Adventure","PG-13"
"Transcendence","04/18/2014","$100,000,000","$23,022,309","$103,039,258","Warner Bros.","Thriller/Suspense","PG-13"
"Son of the Mask","02/18/2005","$100,000,000","$17,018,422","$59,918,422","New Line","Adventure","PG"
"The Adventures of Pluto Nash","08/16/2002","$100,000,000","$4,411,102","$7,094,995","Warner Bros.","Comedy","PG-13"
"Jin líng shí san chai","01/20/2012","$100,000,000","$311,434","$98,227,017","Wrekin Hill Enterta…","Drama","R"
"Amusement Park","03/15/2019","$100,000,000","$0","$0","Paramount Pictures","Adventure","NR"
"The Peanuts Movie","11/06/2015","$99,000,000","$130,178,411","$250,474,038","20th Century Fox","Adventure","G"
"The Mummy Returns","05/04/2001","$98,000,000","$202,007,640","$435,040,395","Universal","Adventure","PG-13"
"Gangs of New York","12/20/2002","$97,000,000","$77,730,500","$183,124,621","Miramax","Drama","R"
"Alien: Covenant","05/19/2017","$97,000,000","$74,262,031","$238,862,031","20th Century Fox","Horror","R"
"Cinderella","03/13/2015","$95,000,000","$201,151,353","$534,551,353","Walt Disney","Drama","PG"
"Ice Age: Continental Drift","07/13/2012","$95,000,000","$161,321,843","$879,765,137","20th Century Fox","Adventure","PG"
"Black Hawk Down","12/28/2001","$95,000,000","$108,638,745","$159,691,085","Sony Pictures","Action","R"
"Sex and the City 2","05/27/2010","$95,000,000","$95,347,692","$294,680,778","Warner Bros.","Comedy","R"
"Percy Jackson & the Olympians: The Lightning Thief","02/12/2010","$95,000,000","$88,768,303","$223,050,874","20th Century Fox","Adventure","PG"
"The Campaign","08/10/2012","$95,000,000","$86,907,746","$104,907,746","Warner Bros.","Comedy","R"
"Unstoppable","11/12/2010","$95,000,000","$81,562,942","$165,720,921","20th Century Fox","Action","PG-13"
"The Fifth Element","05/09/1997","$95,000,000","$63,570,862","$263,898,761","Sony Pictures","Action","PG-13"
"The Road to El Dorado","03/31/2000","$95,000,000","$50,802,661","$65,700,000","Dreamworks SKG","Adventure","PG"
"The Lovely Bones","12/11/2009","$95,000,000","$44,114,232","$94,894,448","Paramount Pictures","Drama","PG-13"
"Ben-Hur","08/19/2016","$95,000,000","$26,410,477","$88,725,100","Paramount Pictures","Drama","PG-13"
"Seventh Son","02/06/2015","$95,000,000","$17,725,785","$111,125,785","Universal","Adventure","PG-13"
"Finding Nemo","05/30/2003","$94,000,000","$380,529,370","$936,429,370","Walt Disney","Adventure","G"
"The Lord of the Rings: The Return of the King","12/17/2003","$94,000,000","$377,845,905","$1,141,403,341","New Line","Adventure","PG-13"
"The Lord of the Rings: The Two Towers","12/18/2002","$94,000,000","$342,548,984","$934,699,645","New Line","Adventure","PG-13"
"Lara Croft: Tomb Raider","06/15/2001","$94,000,000","$131,144,183","$273,330,185","Paramount Pictures","Adventure","PG-13"
"Kingsman: The Secret Service","02/13/2015","$94,000,000","$128,261,724","$404,561,724","20th Century Fox","Action","R"
"Jurassic Park III","07/18/2001","$93,000,000","$181,166,115","$365,900,000","Universal","Action","PG-13"
"Rise of the Planet of the Apes","08/05/2011","$93,000,000","$176,760,185","$482,860,185","20th Century Fox","Adventure","PG-13"
"The Spiderwick Chronicles","02/14/2008","$92,500,000","$71,195,053","$162,839,667","Paramount Pictures","Adventure","PG"
"The Incredibles","11/05/2004","$92,000,000","$261,441,092","$614,726,752","Walt Disney","Adventure","PG"
